id,label,diameter,weight,red,green,blue
737,orange,8.31,149.9,153,60,8
738,orange,8.32,149.93,168,64,2
739,orange,8.32,149.94,158,88,2
740,orange,8.32,149.97,144,89,8
741,orange,8.32,149.98,165,83,2
742,orange,8.32,150.04,162,94,11
743,orange,8.32,150.05,162,86,13
744,orange,8.33,150.08,161,89,16
745,orange,8.33,150.1,163,93,2
746,orange,8.33,150.13,148,78,2
747,orange,8.33,150.17,162,85,5
748,orange,8.33,150.22,171,83,8
749,orange,8.33,150.23,146,79,7
750,orange,8.33,150.25,149,89,5
751,orange,8.33,150.27,168,71,2
752,orange,8.34,150.3,151,99,2
753,orange,8.34,150.36,154,88,7
754,orange,8.34,150.39,164,75,2
755,orange,8.34,150.41,162,77,2
756,orange,8.34,150.46,170,79,5
757,orange,8.35,150.49,170,71,16
758,orange,8.35,150.53,165,94,2
759,orange,8.35,150.54,157,70,13
760,orange,8.35,150.59,167,91,2
761,orange,8.35,150.64,140,70,2
762,orange,8.36,150.65,175,89,2
763,orange,8.36,150.7,147,86,4
764,orange,8.36,150.73,148,76,2
765,orange,8.36,150.76,159,96,12
766,orange,8.36,150.78,151,73,2
767,orange,8.36,150.79,146,71,2
768,orange,8.37,150.83,158,70,8
769,orange,8.37,150.84,155,83,6
770,orange,8.37,150.88,175,81,2
771,orange,8.37,150.89,161,76,4
772,orange,8.37,150.94,154,76,6
773,orange,8.38,150.97,158,72,8
774,orange,8.38,151.01,148,85,9
775,orange,8.38,151.03,151,59,2
776,orange,8.38,151.05,154,66,2
777,orange,8.38,151.1,154,81,3
778,orange,8.38,151.11,152,96,2
779,orange,8.39,151.12,147,73,7
780,orange,8.39,151.15,169,85,17
781,orange,8.39,151.16,166,85,18
782,orange,8.39,151.21,169,89,14
783,orange,8.39,151.25,166,74,11
784,orange,8.39,151.27,157,85,2
785,orange,8.4,151.3,170,76,12
786,orange,8.4,151.34,166,87,2
787,orange,8.4,151.37,171,77,2
788,orange,8.4,151.4,155,75,2
789,orange,8.4,151.41,172,72,17
790,orange,8.4,151.43,172,79,15
791,orange,8.4,151.48,141,85,2
792,orange,8.4,151.54,156,72,2
793,orange,8.41,151.59,146,88,2
794,orange,8.41,151.61,159,68,13
795,orange,8.41,151.65,163,89,2
796,orange,8.41,151.69,153,93,3
797,orange,8.42,151.71,162,103,2
798,orange,8.42,151.72,144,92,15
799,orange,8.42,151.75,171,65,20
800,orange,8.42,151.77,159,81,4
801,orange,8.42,151.77,163,89,15
802,orange,8.42,151.79,161,67,2
803,orange,8.42,151.82,147,95,26
804,orange,8.42,151.85,158,76,23
805,orange,8.42,151.88,172,78,4
806,orange,8.42,151.9,161,61,27
807,orange,8.43,151.96,156,82,13
808,orange,8.43,151.98,179,63,8
809,orange,8.43,152,168,97,10
810,orange,8.43,152.02,170,82,6
811,orange,8.43,152.04,157,90,2
812,orange,8.43,152.06,162,99,4
813,orange,8.43,152.08,171,100,6
814,orange,8.44,152.1,169,63,5
815,orange,8.44,152.12,160,78,2
816,orange,8.44,152.13,164,78,4
817,orange,8.44,152.15,171,75,2
818,orange,8.44,152.22,147,75,8
819,orange,8.45,152.25,148,99,2
820,orange,8.45,152.28,137,82,2
821,orange,8.45,152.3,138,91,2
822,orange,8.45,152.31,153,79,20
823,orange,8.45,152.36,155,62,3
824,orange,8.45,152.4,167,79,2
825,orange,8.46,152.42,142,78,11
826,orange,8.46,152.43,139,75,7
827,orange,8.46,152.47,148,84,20
828,orange,8.46,152.48,166,64,2
829,orange,8.46,152.49,169,101,2
830,orange,8.46,152.5,162,89,20
831,orange,8.46,152.51,147,97,19
832,orange,8.47,152.59,151,81,2
833,orange,8.47,152.63,150,79,19
834,orange,8.47,152.66,150,79,5
835,orange,8.48,152.69,170,95,2
836,orange,8.48,152.71,159,91,9
837,orange,8.48,152.77,145,73,2
838,orange,8.49,152.79,181,69,22
839,orange,8.49,152.8,158,83,2
840,orange,8.49,152.84,161,80,8
841,orange,8.49,152.85,136,78,2
842,orange,8.49,152.86,156,91,18
843,orange,8.5,152.9,146,82,3
844,orange,8.5,152.92,141,90,26
845,orange,8.5,152.93,167,67,5
846,orange,8.5,152.97,142,77,2
847,orange,8.51,152.98,162,73,13
848,orange,8.51,153,152,103,6
849,orange,8.51,153.05,159,76,4
850,orange,8.51,153.08,167,89,2
851,orange,8.51,153.08,149,85,2
852,orange,8.51,153.11,172,85,2
853,orange,8.52,153.13,154,73,18
854,orange,8.52,153.17,128,78,2
855,orange,8.52,153.2,132,89,14
856,orange,8.52,153.23,163,90,12
857,orange,8.52,153.26,152,76,16
858,orange,8.52,153.29,161,81,2
859,orange,8.53,153.3,161,60,2
860,orange,8.53,153.3,152,84,2
861,orange,8.53,153.34,162,79,3
862,orange,8.54,153.35,160,92,2
863,orange,8.54,153.36,161,93,3
864,orange,8.54,153.37,170,80,2
865,orange,8.54,153.38,155,89,2
866,orange,8.54,153.39,170,76,3
867,orange,8.55,153.4,153,88,14
868,orange,8.55,153.41,153,84,2
869,orange,8.55,153.43,146,78,13
870,orange,8.55,153.45,164,75,2
871,orange,8.55,153.49,163,70,2
872,orange,8.56,153.52,161,66,23
873,orange,8.56,153.57,140,72,15
874,orange,8.56,153.58,159,79,14
875,orange,8.56,153.62,158,75,17
876,orange,8.56,153.65,155,95,2
877,orange,8.56,153.68,155,89,13
878,orange,8.56,153.69,148,84,9
879,orange,8.57,153.7,159,74,2
880,orange,8.57,153.72,156,81,2
881,orange,8.57,153.73,149,87,25
882,orange,8.57,153.77,151,104,2
883,orange,8.58,153.78,167,79,6
884,orange,8.58,153.8,162,76,22
885,orange,8.58,153.82,162,86,8
886,orange,8.58,153.86,176,90,2
887,orange,8.58,153.89,162,85,14
888,orange,8.58,153.91,143,68,14
889,orange,8.58,153.92,180,63,4
890,orange,8.59,153.98,152,81,2
891,orange,8.59,154.02,157,66,5
892,orange,8.59,154.09,162,72,2
893,orange,8.59,154.1,164,75,11
894,orange,8.59,154.15,148,96,2
895,orange,8.59,154.17,160,99,7
896,orange,8.6,154.2,153,81,2
897,orange,8.6,154.21,171,74,17
898,orange,8.6,154.21,160,75,12
899,orange,8.6,154.25,150,88,2
900,orange,8.6,154.3,166,67,2
901,orange,8.6,154.34,163,78,2
902,orange,8.61,154.35,160,91,2
903,orange,8.61,154.36,146,71,14
904,orange,8.61,154.45,163,78,13
905,orange,8.61,154.46,162,83,2
906,orange,8.62,154.54,182,72,2
907,orange,8.62,154.55,155,96,19
908,orange,8.62,154.57,149,76,6
909,orange,8.62,154.59,148,79,4
910,orange,8.62,154.61,163,77,2
911,orange,8.63,154.62,153,76,16
912,orange,8.63,154.65,168,81,2
913,orange,8.63,154.68,170,77,3
914,orange,8.63,154.73,167,88,11
915,orange,8.64,154.75,188,100,2
916,orange,8.64,154.79,163,74,22
917,orange,8.64,154.81,147,79,13
918,orange,8.64,154.84,172,80,2
919,orange,8.64,154.92,157,83,6
920,orange,8.64,154.96,153,88,2
921,orange,8.64,155.01,167,80,19
922,orange,8.64,155.04,167,92,13
923,orange,8.65,155.07,153,81,5
924,orange,8.65,155.1,157,77,3
925,orange,8.65,155.12,158,86,4
926,orange,8.65,155.14,163,78,4
927,orange,8.65,155.17,150,89,2
928,orange,8.66,155.22,168,109,2
929,orange,8.66,155.25,150,72,2
930,orange,8.66,155.25,145,73,2
931,orange,8.67,155.31,166,82,2
932,orange,8.67,155.35,160,88,2
933,orange,8.67,155.36,158,80,13
934,orange,8.67,155.38,156,97,2
935,orange,8.68,155.42,151,104,2
936,orange,8.68,155.45,161,67,2
937,orange,8.68,155.46,160,73,2
938,orange,8.68,155.53,157,78,12
939,orange,8.69,155.58,159,89,19
940,orange,8.69,155.61,158,61,6
941,orange,8.69,155.63,171,80,2
942,orange,8.69,155.68,164,95,2
943,orange,8.69,155.7,165,85,2
944,orange,8.69,155.73,175,84,5
945,orange,8.7,155.74,153,70,11
946,orange,8.7,155.82,150,73,17
947,orange,8.7,155.85,157,68,2
948,orange,8.7,155.86,170,69,10
949,orange,8.7,155.9,159,75,2
950,orange,8.71,155.96,158,91,8
951,orange,8.71,156,150,90,2
952,orange,8.71,156.04,145,90,10
953,orange,8.71,156.07,158,92,25
954,orange,8.71,156.11,157,71,7
955,orange,8.71,156.12,141,63,3
956,orange,8.71,156.15,162,85,7
957,orange,8.72,156.16,137,96,9
958,orange,8.72,156.19,140,70,7
959,orange,8.72,156.2,155,74,2
960,orange,8.72,156.24,154,97,6
961,orange,8.73,156.28,163,80,2
962,orange,8.73,156.31,166,105,5
963,orange,8.73,156.35,150,94,9
964,orange,8.73,156.37,153,79,29
965,orange,8.73,156.4,175,85,21
966,orange,8.73,156.45,181,79,2
967,orange,8.73,156.46,171,73,2
968,orange,8.74,156.47,147,79,9
969,orange,8.74,156.5,158,78,18
970,orange,8.74,156.54,142,85,2
971,orange,8.74,156.56,164,100,13
972,orange,8.75,156.6,154,81,18
973,orange,8.75,156.64,164,67,2
974,orange,8.75,156.67,152,74,7
975,orange,8.75,156.72,172,70,9
976,orange,8.76,156.73,143,72,3
977,orange,8.76,156.75,141,85,17
978,orange,8.76,156.77,141,75,2
979,orange,8.76,156.8,162,73,2
980,orange,8.76,156.82,153,66,2
981,orange,8.76,156.85,152,98,11
982,orange,8.77,156.9,154,93,2
983,orange,8.77,156.93,169,76,2
984,orange,8.77,156.96,158,81,2
985,orange,8.77,156.99,171,81,2
986,orange,8.77,157.05,172,67,2
987,orange,8.77,157.06,154,72,2
988,orange,8.77,157.09,160,67,2
989,orange,8.77,157.12,125,99,4
990,orange,8.78,157.14,144,74,10
991,orange,8.78,157.16,176,85,2
992,orange,8.78,157.19,157,79,8
993,orange,8.78,157.22,161,85,7
994,orange,8.78,157.24,156,73,2
995,orange,8.78,157.25,169,82,10
996,orange,8.78,157.27,152,57,7
997,orange,8.79,157.28,160,81,19
998,orange,8.79,157.31,164,85,7
999,orange,8.79,157.32,164,80,2
1000,orange,8.79,157.33,161,108,11
1001,orange,8.79,157.35,149,78,17
1002,orange,8.8,157.38,158,86,2
1003,orange,8.8,157.39,156,105,2
1004,orange,8.8,157.42,153,91,2
1005,orange,8.8,157.45,146,66,6
1006,orange,8.8,157.48,144,97,7
1007,orange,8.81,157.54,165,102,2
1008,orange,8.81,157.56,158,64,6
1009,orange,8.81,157.57,158,91,14
1010,orange,8.81,157.58,130,99,2
1011,orange,8.81,157.61,170,77,4
1012,orange,8.81,157.63,159,93,2
1013,orange,8.81,157.67,163,85,2
1014,orange,8.81,157.7,152,65,2
1015,orange,8.81,157.73,170,67,8
1016,orange,8.82,157.75,166,62,9
1017,orange,8.82,157.79,156,100,2
1018,orange,8.82,157.82,140,78,4
1019,orange,8.82,157.84,154,88,5
1020,orange,8.82,157.92,172,86,14
1021,orange,8.83,157.93,155,70,14
1022,orange,8.83,158,172,87,6
1023,orange,8.83,158.05,158,78,2
1024,orange,8.83,158.06,165,85,2
1025,orange,8.83,158.07,166,88,15
1026,orange,8.84,158.1,163,103,14
1027,orange,8.84,158.12,148,83,12
1028,orange,8.84,158.14,161,86,2
1029,orange,8.84,158.17,147,87,2
1030,orange,8.85,158.2,147,92,2
1031,orange,8.85,158.23,155,63,2
1032,orange,8.85,158.3,153,87,2
1033,orange,8.85,158.31,149,103,2
1034,orange,8.85,158.36,156,86,2
1035,orange,8.86,158.42,164,92,2
1036,orange,8.86,158.44,146,87,2
1037,orange,8.86,158.47,160,79,10
1038,orange,8.86,158.5,158,72,21
1039,orange,8.87,158.56,161,89,2
1040,orange,8.87,158.61,159,90,2
1041,orange,8.87,158.65,156,75,2
1042,orange,8.87,158.7,161,57,2
1043,orange,8.88,158.71,148,78,2
1044,orange,8.88,158.74,176,68,2
1045,orange,8.88,158.75,153,86,10
1046,orange,8.88,158.77,163,78,26
1047,orange,8.88,158.8,153,66,2
1048,orange,8.88,158.81,148,97,2
1049,orange,8.88,158.82,176,80,9
1050,orange,8.88,158.9,144,84,2
1051,orange,8.89,158.92,156,95,2
1052,orange,8.89,158.95,153,70,2
1053,orange,8.89,158.95,158,78,2
1054,orange,8.89,158.97,149,85,2
1055,orange,8.89,159.01,164,75,23
1056,orange,8.9,159.06,158,79,3
1057,orange,8.9,159.08,155,69,2
1058,orange,8.9,159.09,168,75,13
1059,orange,8.9,159.14,167,89,7
1060,orange,8.9,159.21,163,76,12
1061,orange,8.91,159.28,165,74,2
1062,orange,8.91,159.31,147,99,12
1063,orange,8.91,159.36,161,84,2
1064,orange,8.91,159.39,169,77,2
1065,orange,8.91,159.45,153,83,2
1066,orange,8.91,159.46,164,74,4
1067,orange,8.92,159.48,171,79,2
1068,orange,8.92,159.52,154,88,2
1069,orange,8.92,159.54,161,87,8
1070,orange,8.92,159.58,163,92,18
1071,orange,8.92,159.62,163,103,11
1072,orange,8.93,159.65,164,77,2
1073,orange,8.93,159.68,127,98,2
1074,orange,8.93,159.7,166,79,16
1075,orange,8.93,159.76,164,79,6
1076,orange,8.93,159.85,139,82,2
1077,orange,8.94,159.85,160,70,6
1078,orange,8.94,159.87,176,68,11
1079,orange,8.94,159.89,165,89,2
1080,orange,8.94,159.92,159,78,2
1081,orange,8.94,159.94,176,86,22
1082,orange,8.94,160,151,93,5
1083,orange,8.94,160.01,174,81,2
1084,orange,8.94,160.02,161,73,10
1085,orange,8.94,160.03,146,90,22
1086,orange,8.95,160.09,148,81,9
1087,orange,8.95,160.11,141,63,6
1088,orange,8.95,160.15,141,67,12
1089,orange,8.96,160.2,147,66,13
1090,orange,8.96,160.23,160,88,2
1091,orange,8.96,160.25,151,75,3
1092,orange,8.96,160.25,159,95,12
1093,orange,8.96,160.27,149,79,10
1094,orange,8.97,160.29,156,87,3
1095,orange,8.97,160.32,151,70,2
1096,orange,8.97,160.33,158,96,5
1097,orange,8.97,160.35,152,86,2
1098,orange,8.98,160.39,163,86,2
1099,orange,8.98,160.39,148,65,2
1100,orange,8.98,160.44,158,62,6
1101,orange,8.99,160.49,155,78,8
1102,orange,8.99,160.51,162,72,2
1103,orange,8.99,160.58,159,96,13
1104,orange,9,160.6,154,96,17
1105,orange,9,160.63,162,80,2
1106,orange,9,160.66,146,79,2
1107,orange,9,160.7,150,87,16
1108,orange,9,160.71,154,75,2
1109,orange,9,160.74,149,72,2
1110,orange,9.01,160.76,170,78,2
1111,orange,9.01,160.79,140,55,8
1112,orange,9.01,160.84,145,87,2
1113,orange,9.01,160.85,155,78,10
1114,orange,9.02,160.86,147,85,2
1115,orange,9.02,160.92,153,80,2
1116,orange,9.02,160.95,141,86,2
1117,orange,9.02,160.99,165,94,10
1118,orange,9.02,161.02,153,92,2
1119,orange,9.03,161.05,152,88,2
1120,orange,9.03,161.12,141,74,2
1121,orange,9.03,161.15,155,72,3
1122,orange,9.03,161.19,160,78,2
1123,orange,9.03,161.22,150,59,8
1124,orange,9.03,161.24,153,75,14
1125,orange,9.04,161.27,166,88,20
1126,orange,9.04,161.31,158,89,2
1127,orange,9.04,161.32,162,91,12
1128,orange,9.04,161.35,156,64,2
1129,orange,9.04,161.38,138,73,17
1130,orange,9.05,161.42,145,71,9
1131,orange,9.05,161.47,165,84,28
1132,orange,9.05,161.5,169,90,15
1133,orange,9.05,161.51,152,86,7
1134,orange,9.05,161.52,155,91,9
1135,orange,9.05,161.54,138,87,18
1136,orange,9.05,161.58,147,73,6
1137,orange,9.06,161.62,159,69,4
1138,orange,9.06,161.62,157,90,2
1139,orange,9.06,161.66,162,73,28
1140,orange,9.06,161.68,155,96,13
1141,orange,9.06,161.71,168,95,2
1142,orange,9.06,161.73,135,84,13
1143,orange,9.07,161.8,153,91,6
1144,orange,9.07,161.83,162,66,11
1145,orange,9.07,161.84,147,81,2
1146,orange,9.07,161.86,160,70,2
1147,orange,9.08,161.88,154,71,12
1148,orange,9.08,161.93,154,92,5
1149,orange,9.08,161.96,163,96,5
1150,orange,9.08,161.98,161,79,2
1151,orange,9.08,162.01,165,79,12
1152,orange,9.09,162.06,163,72,8
1153,orange,9.09,162.1,153,92,2
1154,orange,9.09,162.13,161,85,21
1155,orange,9.09,162.18,159,102,23
1156,orange,9.09,162.18,168,73,2
1157,orange,9.1,162.21,163,81,13
1158,orange,9.1,162.23,147,88,8
1159,orange,9.1,162.29,175,79,6
1160,orange,9.1,162.33,188,78,4
1161,orange,9.1,162.36,162,69,2
1162,orange,9.1,162.38,149,81,21
1163,orange,9.1,162.4,151,87,8
1164,orange,9.11,162.42,158,73,2
1165,orange,9.11,162.47,157,87,2
1166,orange,9.11,162.5,167,81,4
1167,orange,9.11,162.52,173,71,2
1168,orange,9.11,162.54,151,93,2
1169,orange,9.12,162.57,132,83,2
1170,orange,9.12,162.59,137,88,12
1171,orange,9.12,162.63,170,91,11
1172,orange,9.12,162.64,173,92,6
1173,orange,9.12,162.66,153,102,2
1174,orange,9.12,162.67,152,89,17
1175,orange,9.13,162.72,170,86,6
1176,orange,9.13,162.75,142,66,4
1177,orange,9.13,162.79,160,89,2
1178,orange,9.13,162.89,161,82,4
1179,orange,9.14,162.92,150,73,2
1180,orange,9.14,162.96,162,101,17
1181,orange,9.14,162.98,161,78,10
1182,orange,9.14,162.99,150,85,2
1183,orange,9.15,163.1,166,74,11
1184,orange,9.15,163.13,160,77,15
1185,orange,9.15,163.16,162,87,2
1186,orange,9.16,163.17,147,76,6
1187,orange,9.16,163.19,155,86,15
1188,orange,9.16,163.24,164,89,4
1189,orange,9.16,163.25,151,96,13
1190,orange,9.16,163.29,162,80,15
1191,orange,9.17,163.36,162,89,2
1192,orange,9.17,163.4,159,57,2
1193,orange,9.17,163.45,141,82,10
1194,orange,9.17,163.49,152,82,9
1195,orange,9.18,163.54,162,98,2
1196,orange,9.18,163.56,163,93,8
1197,orange,9.18,163.57,157,81,2
1198,orange,9.18,163.59,159,97,2
1199,orange,9.19,163.67,153,83,2
1200,orange,9.19,163.68,160,95,2
1201,orange,9.19,163.69,150,84,7
1202,orange,9.19,163.71,145,91,2
1203,orange,9.2,163.76,174,74,10
1204,orange,9.2,163.78,151,82,9
1205,orange,9.2,163.79,141,89,2
1206,orange,9.21,163.81,160,83,2
1207,orange,9.21,163.83,144,89,4
1208,orange,9.21,163.87,167,84,10
1209,orange,9.21,163.9,172,90,2
1210,orange,9.21,163.92,164,66,19
1211,orange,9.22,163.95,149,54,3
1212,orange,9.22,163.97,153,86,2
1213,orange,9.22,164.01,171,73,15
1214,orange,9.22,164.06,166,72,8
1215,orange,9.23,164.12,150,68,2
1216,orange,9.23,164.18,173,71,6
1217,orange,9.23,164.2,165,94,18
1218,orange,9.23,164.2,144,68,12
1219,orange,9.23,164.23,169,76,2
1220,orange,9.23,164.28,159,72,2
1221,orange,9.24,164.32,170,83,2
1222,orange,9.24,164.36,166,81,10
1223,orange,9.24,164.41,171,98,19
1224,orange,9.24,164.43,146,80,15
1225,orange,9.25,164.44,155,60,22
1226,orange,9.25,164.45,163,78,7
1227,orange,9.25,164.48,156,82,2
1228,orange,9.25,164.54,175,77,4
1229,orange,9.25,164.6,158,87,18
1230,orange,9.25,164.62,159,94,10
1231,orange,9.25,164.66,163,95,25
1232,orange,9.26,164.7,156,75,10
1233,orange,9.26,164.76,158,84,2
1234,orange,9.26,164.8,163,65,3
1235,orange,9.27,164.83,156,84,2
1236,orange,9.27,164.87,166,82,2
1237,orange,9.27,164.93,155,79,4
1238,orange,9.27,164.95,168,94,2
1239,orange,9.27,165.01,154,83,2
1240,orange,9.28,165.02,140,91,2
1241,orange,9.28,165.08,176,79,12
1242,orange,9.28,165.11,154,89,4
1243,orange,9.28,165.15,157,78,11
1244,orange,9.29,165.17,161,73,19
1245,orange,9.29,165.21,162,86,2
1246,orange,9.29,165.24,151,84,2
1247,orange,9.29,165.25,149,92,11
1248,orange,9.3,165.3,154,79,2
1249,orange,9.3,165.39,156,84,12
1250,orange,9.3,165.41,154,75,9
1251,orange,9.3,165.43,165,82,19
1252,orange,9.3,165.46,157,93,22
1253,orange,9.3,165.54,165,90,12
1254,orange,9.31,165.54,157,81,2
1255,orange,9.31,165.58,165,62,2
1256,orange,9.31,165.59,151,96,24
1257,orange,9.31,165.61,134,69,10
1258,orange,9.31,165.67,156,91,2
1259,orange,9.32,165.7,146,99,2
1260,orange,9.32,165.72,167,75,5
1261,orange,9.33,165.74,160,81,11
1262,orange,9.33,165.76,156,81,2
1263,orange,9.33,165.82,164,77,6
1264,orange,9.33,165.87,141,72,2
1265,orange,9.34,165.91,148,77,2
1266,orange,9.34,165.95,164,75,6
1267,orange,9.35,165.99,173,81,5
1268,orange,9.35,166.02,163,90,2
1269,orange,9.36,166.05,166,87,2
1270,orange,9.36,166.14,161,84,33
1271,orange,9.36,166.19,164,92,15
1272,orange,9.37,166.2,143,91,10
1273,orange,9.37,166.22,152,90,5
1274,orange,9.37,166.28,172,80,13
1275,orange,9.37,166.38,144,71,2
1276,orange,9.38,166.42,149,82,2
1277,orange,9.38,166.48,162,104,19
1278,orange,9.38,166.51,163,79,2
1279,orange,9.39,166.68,148,82,18
1280,orange,9.39,166.71,175,85,2
1281,orange,9.39,166.78,158,84,9
1282,orange,9.39,166.81,154,76,2
1283,orange,9.39,166.84,155,71,2
1284,orange,9.4,166.9,150,76,3
1285,orange,9.4,166.91,171,96,14
1286,orange,9.4,166.95,149,86,2
1287,orange,9.4,167,150,85,9
1288,orange,9.41,167.04,155,88,26
1289,orange,9.41,167.09,151,84,2
1290,orange,9.41,167.14,165,72,8
1291,orange,9.42,167.19,157,79,5
1292,orange,9.42,167.22,156,88,6
1293,orange,9.42,167.25,150,88,13
1294,orange,9.43,167.28,157,92,2
1295,orange,9.43,167.32,177,62,4
1296,orange,9.43,167.35,146,85,2
1297,orange,9.44,167.37,163,88,2
1298,orange,9.44,167.4,163,81,8
1299,orange,9.44,167.43,162,83,12
1300,orange,9.44,167.53,169,72,2
1301,orange,9.44,167.56,143,77,5
1302,orange,9.44,167.61,164,85,2
1303,orange,9.45,167.64,149,86,11
1304,orange,9.45,167.66,143,90,11
1305,orange,9.45,167.68,154,91,2
1306,orange,9.45,167.7,151,93,2
1307,orange,9.45,167.75,150,79,16
1308,orange,9.45,167.78,166,71,4
1309,orange,9.46,167.84,154,89,14
1310,orange,9.46,167.91,169,92,3
1311,orange,9.46,167.96,162,78,21
1312,orange,9.47,168,153,108,4
1313,orange,9.47,168.05,153,93,5
1314,orange,9.47,168.08,162,77,2
1315,orange,9.47,168.15,147,101,2
1316,orange,9.48,168.2,161,73,6
1317,orange,9.48,168.26,171,68,2
1318,orange,9.48,168.29,148,83,2
1319,orange,9.49,168.32,148,88,2
1320,orange,9.49,168.35,153,83,2
1321,orange,9.49,168.4,155,70,2
1322,orange,9.49,168.43,133,74,2
1323,orange,9.5,168.44,143,79,2
1324,orange,9.5,168.47,145,72,2
1325,orange,9.5,168.53,149,86,2
1326,orange,9.5,168.54,156,57,20
1327,orange,9.51,168.58,161,90,2
1328,orange,9.51,168.64,173,88,2
1329,orange,9.52,168.66,162,69,7
1330,orange,9.52,168.7,147,80,2
1331,orange,9.52,168.72,162,83,15
1332,orange,9.52,168.76,165,78,5
1333,orange,9.52,168.82,155,74,2
1334,orange,9.52,168.86,167,78,2
1335,orange,9.52,168.95,152,69,3
1336,orange,9.53,169,160,68,19
1337,orange,9.53,169.07,146,80,5
1338,orange,9.54,169.09,138,64,17
1339,orange,9.54,169.14,155,83,2
1340,orange,9.54,169.18,162,83,7
1341,orange,9.54,169.23,175,70,2
1342,orange,9.55,169.26,144,93,2
1343,orange,9.55,169.29,161,87,12
1344,orange,9.55,169.35,154,98,13
1345,orange,9.56,169.37,160,98,12
1346,orange,9.56,169.43,169,89,2
1347,orange,9.56,169.44,160,82,6
1348,orange,9.56,169.55,162,87,6
1349,orange,9.56,169.59,135,86,6
1350,orange,9.57,169.64,164,104,2
1351,orange,9.57,169.65,151,70,2
1352,orange,9.57,169.66,151,78,28
1353,orange,9.57,169.73,154,89,5
1354,orange,9.58,169.75,156,83,14
1355,orange,9.58,169.8,145,79,4
1356,orange,9.58,169.82,147,93,2
1357,orange,9.59,169.85,169,70,4
1358,orange,9.59,169.89,156,85,7
1359,orange,9.59,169.95,162,79,2
1360,orange,9.59,169.98,154,69,13
1361,orange,9.6,169.99,145,79,2
1362,orange,9.6,170.02,149,73,2
1363,orange,9.6,170.07,133,69,10
1364,orange,9.61,170.11,152,92,21
1365,orange,9.61,170.14,139,78,3
1366,orange,9.61,170.2,186,80,10
1367,orange,9.62,170.22,151,81,10
1368,orange,9.62,170.28,159,87,11
1369,orange,9.62,170.33,148,80,8
1370,orange,9.62,170.39,158,90,2
1371,orange,9.62,170.42,159,66,2
1372,orange,9.63,170.44,158,83,6
1373,orange,9.63,170.49,159,84,10
1374,orange,9.63,170.51,174,83,12
1375,orange,9.63,170.58,142,76,7
1376,orange,9.64,170.65,156,80,2
1377,orange,9.64,170.69,152,76,2
1378,orange,9.64,170.75,147,85,4
1379,orange,9.64,170.76,155,94,2
1380,orange,9.64,170.8,161,76,13
1381,orange,9.65,170.88,165,96,2
1382,orange,9.65,170.97,174,103,5
1383,orange,9.65,171.01,154,85,14
1384,orange,9.65,171.03,142,81,20
1385,orange,9.66,171.05,153,73,11
1386,orange,9.66,171.12,147,80,2
1387,orange,9.66,171.15,149,98,4
1388,orange,9.67,171.16,149,71,4
1389,orange,9.67,171.2,172,95,2
1390,orange,9.67,171.22,147,91,5
1391,orange,9.68,171.27,156,78,2
1392,orange,9.68,171.34,156,83,5
1393,orange,9.68,171.36,155,78,2
1394,orange,9.68,171.39,159,86,2
1395,orange,9.69,171.43,161,96,6
1396,orange,9.69,171.5,159,83,2
1397,orange,9.69,171.57,165,97,2
1398,orange,9.7,171.63,145,84,26
1399,orange,9.7,171.67,145,89,33
1400,orange,9.7,171.74,158,79,2
1401,orange,9.7,171.81,154,57,15
1402,orange,9.7,171.85,164,76,5
1403,orange,9.71,171.89,152,71,24
1404,orange,9.71,171.94,157,95,5
1405,orange,9.71,172,146,70,2
1406,orange,9.72,172.07,163,81,4
1407,orange,9.72,172.1,157,68,6
1408,orange,9.72,172.15,164,87,20
1409,orange,9.73,172.24,165,68,2
1410,orange,9.73,172.27,159,90,12
1411,orange,9.74,172.29,140,87,2
1412,orange,9.74,172.32,147,69,13
1413,orange,9.75,172.37,152,74,2
1414,orange,9.76,172.39,170,96,25
1415,orange,9.76,172.49,146,71,2
1416,orange,9.76,172.52,163,102,2
1417,orange,9.76,172.55,164,71,2
1418,orange,9.76,172.66,144,73,2
1419,orange,9.77,172.68,172,77,14
1420,orange,9.77,172.74,168,76,8
1421,orange,9.77,172.88,149,82,9
1422,orange,9.77,172.92,164,73,15
1423,orange,9.78,172.96,156,76,24
1424,orange,9.78,172.98,168,84,2
1425,orange,9.78,173.06,145,70,10
1426,orange,9.78,173.12,156,88,20
1427,orange,9.79,173.24,140,95,16
1428,orange,9.79,173.25,164,89,8
1429,orange,9.8,173.26,153,100,3
1430,orange,9.8,173.31,148,80,2
1431,orange,9.81,173.33,151,72,10
1432,orange,9.81,173.39,158,80,2
1433,orange,9.81,173.41,144,78,2
1434,orange,9.82,173.49,149,101,2
1435,orange,9.82,173.52,153,93,2
1436,orange,9.82,173.6,160,83,2
1437,orange,9.83,173.63,174,79,7
1438,orange,9.83,173.69,167,93,4
1439,orange,9.84,173.77,149,79,2
1440,orange,9.84,173.82,176,82,2
1441,orange,9.84,173.86,149,90,5
1442,orange,9.85,173.89,158,82,5
1443,orange,9.85,173.92,155,78,2
1444,orange,9.85,173.96,136,87,2
1445,orange,9.86,174.03,162,63,2
1446,orange,9.87,174.05,146,95,2
1447,orange,9.87,174.08,141,73,3
1448,orange,9.88,174.15,157,85,2
1449,orange,9.88,174.21,141,90,10
